concept_code,concept_name,frequency
224031,Edema Location,1537
224032,Impaired Skin Site #1,1535
224037,Impaired Skin Cleanse #1,939
224038,Impaired Skin Treatment #1,1299
224040,Incision Closure #1,332
224041,Incision Drainage #1,293
224042,Incision Dressing #1,278
224043,Incision Cleansing #1,162
224044,Incision Packing #1,14
224054,Braden Sensory Perception,1319
224055,Braden Moisture,1316
224056,Braden Activity,1315
224057,Braden Mobility,1316
224058,Braden Nutrition,1316
224059,Braden Friction/Shear,1307
224065,Circulation/Skin Integrity,466
224066,Position Change,195
224067,Range of Motion,455
224072,Education Learner,711
224073,Education Topic,1453
224075,Education Readiness,693
224076,Education Barrier,814
224077,Education Method,689
224079,Education Response,675
224080,Head of Bed,2903
224082,Turn,2889
224084,Activity,2894
224085,Assistance Device,2741
224086,Activity Tolerance,2748
224087,Therapeutic Bed,2177
224088,Pressure Reducing Device,1510
224089,Anti Embolic Device,1812
224090,Knee Immobilizer Status,4
224092,Range of Motion Location,55
224093,Position,2655
224101,Chest PT R/L,99
224105,Warming Device,238
224106,Cooling Device,63
224109,Cervical Collar Type,65
224110,Cervical Collar Status,53
224114,PT Splint Location #1,13
224119,22 Gauge Site Appear,70
224144,Blood Flow (ml/min),576
224145,Heparin Dose (per hour),63
224146,System Integrity,834
224149,Access Pressure,574
224150,Filter Pressure,574
224151,Effluent Pressure,573
224152,Return Pressure,573
224153,Replacement Rate,585
224154,Dialysate Rate,585
224161,Resp Alarm - High,863
224162,Resp Alarm - Low,862
224166,Doppler BP,1
224167,Manual Blood Pressure Systolic Left,5
224168,Parameters Checked,1854
224169,MDI #1 Puff,178
224170,MDI #1 Drug,237
224172,MDI #2 Puff,89
224173,MDI #2 Drug,126
224175,MDI #3 Puff,1
224176,MDI #3 Drug,1
224178,Small Volume Neb Dose #2,2
224188,PICC Line Site Appear,428
224191,Hourly Patient Fluid Removal,576
224192,Pulsus Paradoxus,3
224226,Impaired Skin Wound Base #1,993
224259,Impaired Skin Drainage #1,913
224281,Multi Lumen Site Appear,788
224283,Multi Lumen Waveform Appear,701
224289,Arterial line Site Appear,691
224291,Arterial line Waveform Appear,686
224297,Cordis/Introducer Site Appear,28
224308,Capillary Refill L,247
224327,PCA medication,56
224328,PCA dose,59
224329,PCA lockout (min),55
224330,PCA 1 hour limit,55
224331,PCA basal rate (mL/hour),51
224332,PCA inject,27
224366,Epidural Infusion Rate (mL/hr),18
224367,Epidural Total Dose (mL),4
224368,Epidural Medication,19
224369,Sputum Consistency,923
224370,Sputum Color,955
224372,Sputum Source,1008
224373,Sputum Amount,1009
224379,PCA cleared,17
224391,ETT Mark (location),69
224392,ETT Position Change,2
224404,ART Lumen Volume,169
224406,VEN Lumen Volume,169
224409,Pain Level Response,570
224410,PCA bolus,18
224411,Epidural Bolus (mL),15
224413,TOF Response,10
224414,TOF Twitch,10
224415,ETT Mark (cm),624
224417,Cuff Pressure,78
224418,Cuff Volume (mL),24
224419,Negative Insp. Force,2
224421,Spont Vt,65
224422,Spont RR,65
224438,Chest Tube Site # 2,3
224441,GI #2 Intub Site,129
224443,GI #2 Tube Place Check,67
224445,GI #2 Tube Drainage,23
224447,Family Meeting,11
224456,PT Splint Location #2,2
224561,Impaired Skin Type #1,1048
224562,Impaired Skin Length #1,454
224563,Impaired Skin Depth #1,267
224564,Impaired Skin Odor #1,894
224565,Surrounding Tissue #1,1060
224631,Pressure Ulcer Stage #1,782
224632,Tunneling Present #1,631
224633,Undermining Present #1,376
224639,Daily Weight,97
224640,Service,170
224641,Alarms On,1878
224642,Temperature Site,1984
224643,Manual Blood Pressure Diastolic Left,5
224650,Ectopy Type 1,6962
224651,Ectopy Frequency 1,1349
224661,Baseline Current/mA,8
224662,Current Used/mA,9
224663,PCA attempt,27
224665,PCA total dose,25
224680,Cuff Volume/units,7
224684,Tidal Volume (set),417
224685,Tidal Volume (observed),763
224686,Tidal Volume (spontaneous),395
224687,Minute Volume,792
224688,Respiratory Rate (Set),444
224689,Respiratory Rate (spontaneous),746
224690,Respiratory Rate (Total),518
224692,Flow Pattern,712
224695,Peak Insp. Pressure,731
224696,Plateau Pressure,254
224697,Mean Airway Pressure,790
224700,Total PEEP Level,109
224701,PSV Level,395
224702,PCV Level (Avea),2
224705,P High (APRV),2
224706,P Low (APRV),2
224707,T High (APRV),2
224709,T Low (APRV),2
224710,Recruitment Press,2
224711,Recruitment Duration,2
224712,Recruitment Mode,2
224715,SBT Started,5
224716,SBT Stopped,1
224717,SBT Successfully Completed,4
224730,Corneal Reflex Right,461
224731,Corneal Reflex Left,419
224733,Pupil Size Left,1241
224735,Flow Rate (variable/fixed),712
224738,Inspiratory Time,427
224740,RSBI Deferred,66
224751,Temporary Pacemaker Rate,2
224752,Temporary Atrial Sens Threshold mV,1
224754,Temporary Atrial Stim Threshold mA,1
224756,Response,1601
224758,RUE Sensation,398
224759,LUE Sensation,365
224762,LLE Sensation,352
224767,RUE Temp,328
224769,LUE Temp,327
224771,RLE Temp,329
224773,LLE Temp,330
224775,CT #1 Leak,74
224785,GI #1 Tube Type,1030
224786,GI #1 Tube Status,947
224788,GI #2 Tube Type,139
224789,GI #2 Tube Status,123
224794,Stool Color,630
224796,Ostomy,98
224797,Ostomy Appearance,39
224806,CT #1 Suction Type,82
224828,Arterial Base Excess,391
224829,Trach Tube Type,221
224830,Trach Tube Manufacturer,189
224831,Trach Tube Size (I.D.),187
224832,ETT Type,625
224834,Temporary Ventricular Sens,1
224835,Temporary Ventricular Capture,1
224837,Temporary Ventricular Sens Setting mV,1
224838,Temporary Ventricular Stim Setting mA,1
224839,Temporary Pacemaker Wires Atrial,6
224844,Permanent Pacemaker Mode,5
224845,Permanent Pacemaker Rate,5
224846,Impaired Skin Width #1,453
224847,Impaired Skin Drainage Amount #1,950
224848,Incision Appearance #1,304
224850,Incision Drainage Amount #1,241
224851,Dressing Status #1,231
224860,Skin Condition,1445
224862,Edema Amount,615
224865,Flow Sensitivity,721
224876,Urine Appearance,1393
224879,Nares L,1140
224888,Impaired Skin Cleanse #2,348
224889,Impaired Skin Cleanse #3,168
224890,Impaired Skin Cleanse #4,67
224891,Impaired Skin Cleanse #5,64
224892,Impaired Skin Cleanse #6,10
224893,Impaired Skin Cleanse #7,50
224895,Impaired Skin Depth #2,121
224896,Impaired Skin Depth #3,41
224897,Impaired Skin Depth #4,28
224902,Impaired Skin Drainage #2,486
224903,Impaired Skin Drainage #3,227
224904,Impaired Skin Drainage #4,139
224905,Impaired Skin Drainage #5,64
224906,Impaired Skin Drainage #6,58
224907,Impaired Skin Drainage #7,50
224909,Impaired Skin Drainage Amount #2,460
224910,Impaired Skin Drainage Amount #3,196
224911,Impaired Skin Drainage Amount #4,133
224912,Impaired Skin Drainage Amount #5,64
224913,Impaired Skin Drainage Amount #6,58
224914,Impaired Skin Drainage Amount #7,50
224916,Impaired Skin Length #2,306
224917,Impaired Skin Length #3,155
224918,Impaired Skin Length #4,151
224919,Impaired Skin Length #5,61
224921,Impaired Skin Length #7,50
224923,Impaired Skin Odor #2,487
224924,Impaired Skin Odor #3,190
224925,Impaired Skin Odor #4,137
224926,Impaired Skin Odor #5,64
224927,Impaired Skin Odor #6,58
224930,Impaired Skin Site #2,606
224931,Impaired Skin Site #3,306
224932,Impaired Skin Site #4,174
224933,Impaired Skin Site #5,64
224934,Impaired Skin Site #6,58
224935,Impaired Skin Site #7,50
224937,Impaired Skin Treatment #2,549
224938,Impaired Skin Treatment #3,185
224939,Impaired Skin Treatment #4,75
224940,Impaired Skin Treatment #5,3
224941,Impaired Skin Treatment #6,58
224942,Impaired Skin Treatment #7,50
224944,Impaired Skin Type #2,549
224945,Impaired Skin Type #3,272
224946,Impaired Skin Type #4,169
224947,Impaired Skin Type #5,64
224948,Impaired Skin Type #6,58
224949,Impaired Skin Type #7,50
224951,Impaired Skin Width #2,306
224952,Impaired Skin Width #3,86
224953,Impaired Skin Width #4,157
224954,Impaired Skin Width #5,61
224956,Impaired Skin Width #7,50
224958,Impaired Skin Wound Base #2,440
224959,Impaired Skin Wound Base #3,221
224960,Impaired Skin Wound Base #4,117
224961,Impaired Skin Wound Base #5,3
224962,Impaired Skin Wound Base #6,2
224965,Pressure Ulcer Stage #2,320
224966,Pressure Ulcer Stage #3,139
224967,Pressure Ulcer Stage #4,99
224968,Pressure Ulcer Stage #5,61
224969,Pressure Ulcer Stage #6,54
224972,Surrounding Tissue #2,421
224973,Surrounding Tissue #3,259
224974,Surrounding Tissue #4,181
224975,Surrounding Tissue #5,64
224976,Surrounding Tissue #6,3
224977,Surrounding Tissue #7,50
224979,Tunneling Present #2,350
224980,Tunneling Present #3,57
224981,Tunneling Present #4,37
224982,Tunneling Present #5,2
224983,Tunneling Present #6,2
224984,Tunneling Present #7,50
224986,Undermining Present #2,256
224987,Undermining Present #3,54
224988,Undermining Present #4,37
224989,Undermining Present #5,2
224990,Undermining Present #6,2
224991,Undermining Present #7,50
224993,Incision Appearance #2,103
224994,Incision Appearance #3,38
224998,Incision Cleansing #2,28
225004,Incision Closure #2,92
225005,Incision Closure #3,6
225013,Incision Drainage #2,103
225014,Incision Drainage #3,32
225018,Incision Drainage Amount #2,47
225019,Incision Drainage Amount #3,32
225023,Incision Dressing #2,90
225024,Incision Dressing #3,32
225028,Dressing Status #2,53
225029,Dressing Status #3,32
225048,Knee Location - Immobilizer,4
225050,Warming Device Status,190
225052,Cooling Device Status,55
225054,Anti Embolic Device Status,1585
225059,Past medical history,313
225067,Is the spokesperson the Health Care Proxy,115
225070,Unable to assess psychological,83
225072,Living situation,181
225074,Any fear in relationships,114
225076,Emotional / physical / sexual harm by partner or close relation,104
225078,Social work consult,120
225082,Pregnant,31
225085,Post menopausal,45
225086,Unable to assess cognitive / perceptual,66
225087,Visual / hearing deficit,100
225090,Interpreter,59
225091,Unable to assess activity / mobility,74
225092,Self ADL,151
225094,History of slips / falls,135
225097,Balance,137
225099,Judgement,137
225101,Use of assistive devices,90
225103,Intravenous  / IV access prior to admission,195
225105,Unable to assess habits,66
225106,ETOH,96
225110,Recreational drug use,80
225112,Unable to assess pain,69
225113,Currently experiencing pain,92
225117,Unable to assess nutrition / education,87
225118,Difficulty swallowing,118
225120,Appetite,87
225122,Special diet,92
225124,Unintentional weight loss >10 lbs.,75
225126,Dialysis patient,113
225129,Unable to assess teaching / learning needs,90
225131,Teaching directed toward,132
225133,Discharge needs,80
225135,Consults,140
225137,Patient valuables,143
225142,Money given to hospital cashier,3
225175,See chart for initial patient assessment,41
225176,Range of Motion Status,54
225180,PT Splint Status #1,5
225182,PT Splint Status #2,2
225183,Current Goal,575
225184,Eye Care,650
225185,Skin Care,1282
225187,Back Care,1276
225188,Cough/Deep Breath,198
225189,Incentive Spirometry,115
225192,Collar Care,11
225206,Multi Lumen Zero/Calibrate,212
225209,Cash amount,9
225210,Arterial Line Zero/Calibrate,315
225230,20 Gauge Reason Discontinued,15
225231,20 Gauge Site Appear,690
225233,18 Gauge Reason Discontinued,13
225234,18 Gauge Site Appear,529
225237,16 Gauge Site Appear,57
225240,14 Gauge Site Appear,18
225280,Called Out,28
225309,ART BP Systolic,295
225310,ART BP Diastolic,295
225312,ART BP mean,296
225313,Bed Bath,288
225323,Dialysis Catheter Site Appear,170
225347,Midline Site Appear,56
225355,PA Catheter Site Appear,4
225357,PA Catheter Waveform Appear,4
225358,PA Catheter Zero/Calibrate,2
225379,Indwelling Port (PortaCath) Site Appear,69
225387,Presep Catheter Site Appear,15
225388,Presep Catheter Waveform Appear,15
225389,Presep Catheter Zero/Calibrate,3
225612,Alkaline Phosphate,115
225624,BUN,513
225625,Calcium non-ionized,492
225628,CK-MB fraction (%),12
225634,CK (CPK),78
225636,D-Dimer,5
225637,Differential-Atyps,29
225638,Differential-Bands,39
225639,Differential-Basos,82
225640,Differential-Eos,82
225641,Differential-Lymphs,82
225642,Differential-Monos,82
225643,Differential-Neuts,82
225651,Direct Bilirubin,9
225664,Glucose finger stick,804
225667,Ionized Calcium,195
225668,Lactic Acid,172
225671,LDL calculated,7
225672,Lipase,10
225674,Mixed Venous O2% Sat,6
225677,Phosphorous,491
225684,Serum Osmolality,7
225690,Total Bilirubin,123
225692,Total Granulocyte Count (TGC),1
225693,Triglyceride,9
225695,Uric Acid,56
225698,TCO2 (calc) Arterial,391
225722,Arterial Line Tip Cultured,7
225725,Dialysis Catheter Tip Cultured,3
225728,Midline Tip Cultured,1
225729,Multi Lumen Line Tip Cultured,13
225732,PICC Line Tip Cultured,7
225737,Arterial Line Discontinued,16
225743,Midline Discontinued,1
225744,Multi Lumen Line Discontinued,11
225749,Presep Catheter Discontinued,1
225767,Sheath Site Appear,4
225770,Sheath Waveform Appear,4
225771,Sheath Zero/Calibrate,3
225772,Sheath Size,4
225811,CV - past medical history,384
225813,Baseline pain level,44
225949,NIV Mask,28
225958,Heparin Concentration (units/mL),509
225976,Replacement Fluid,587
225977,Dialysate Fluid,586
225978,Slope,671
225989,Pericardial Drain Aspiration,5
225990,Pericardial Drain Flush,5
226062,Venous CO2 Pressure,5
226063,Venous O2 Pressure,5
226104,Level of Consciousness,2062
226105,Behavior,1734
226107,Arterial Line placed in outside facility,620
226109,Cordis/Introducer placed in outside facility,40
226112,Midline placed in outside facility,57
226113,Multi Lumen placed in outside facility,767
226114,PA Catheter placed in outside facility,4
226115,PICC Line placed in outside facility,400
226116,Presep Catheter placed in outside facility,15
226117,Sheath placed in outside facility,4
226118,Dialysis Catheter placed in outside facility,169
226135,14 Gauge placed in outside facility,18
226136,16 Gauge placed in outside facility,57
226137,18 Gauge placed in outside facility,517
226138,20 Gauge placed in outside facility,702
226139,22 Gauge placed in outside facility,71
226168,Oral Care,1681
226169,Subglottal Suctioning,655
226179,No wallet / money,105
226180,Sexuality / reproductive problems,122
226183,Estimated Energy Needs/Kg,5
226184,Estimated Protein Needs/Kg,5
226185,ICU Consent Signed,23
226228,Gender,71
226253,SpO2 Desat Limit,814
226381,Marital Status,392
226457,Ultrafiltrate Output,568
226473,Blood Transfusion Consent,10
226479,Ectopy Type 2,55
226480,Ectopy Frequency 2,50
226499,Hemodialysis Output,1
226504,Phenytoin (Free),7
226512,Admission Weight (Kg),71
226531,Admission Weight (lbs.),148
226534,Sodium (whole blood),21
226536,Chloride (whole blood),16
226537,Glucose (whole blood),43
226540,Hematocrit (whole blood - calc),25
226543,Religion,417
226544,Language,404
226545,Race,71
226586,Stool Estimate,167
226707,Height,40
226713,Incontinent (estimate),6
226730,Height (cm),40
226732,O2 Delivery Device(s),1871
226737,AaDO2ApacheIIValue,1
226738,AgeApacheIIScore,1
226739,AgeApacheIIValue,1
226743,APACHE II,1
226744,APACHE II PDR - Adjusted,1
226745,APACHE II Predecited Death Rate,1
226748,APACHEII-Renal failure,1
226749,ChpApacheIIScore,1
226751,CreatinineApacheIIScore,1
226752,CreatinineApacheIIValue,1
226753,DswfApacheScore,1
226754,FiO2ApacheIIValue,1
226755,GcsApacheIIScore,1
226756,GCSEyeApacheIIValue,1
226757,GCSMotorApacheIIValue,1
226758,GCSVerbalApacheIIValue,1
226759,HCO3ApacheIIValue,1
226760,HCO3Score,1
226761,HematocritApacheIIScore,1
226762,HematocritApacheIIValue,1
226763,HrApacheIIScore,1
226764,HrApacheIIValue,1
226765,MapApacheIIScore,1
226766,MapApacheIIValue,1
226767,OxygenApacheIIScore,1
226768,PhApacheIIScore,1
226769,PHApacheIIValue,1
226771,PotassiumApacheIIScore,1
226772,PotassiumApacheIIValue,1
226773,RrApacheIIScore,1
226774,RRApacheIIValue,1
226775,SodiumApacheIIScore,1
226776,SodiumApacheIIValue,1
226777,TempApacheIIScore,1
226778,TempApacheIIValue,1
226779,WbcApacheIIScore,1
226780,WBCApacheIIValue,1
226814,Known difficult intubation,235
226846,Feeding Weight,46
226871,Expiratory Ratio,410
226873,Inspiratory Ratio,409
226889,Legal Guardian,7
226892,Re-admit < 48 hours,1
227073,Anion gap,542
227088,Admit from,53
227089,Discharge to,5
227111,PCA  dose units,48
227113,PCA 1 hour limit units,48
227117,PCA total dose units,19
227119,Epidural Location,19
227120,Motor Deficit,9
227121,Pupil Response Right,1239
227124,Dialysis Catheter Type,169
227125,Indwelling (PortaCath) Port Type,69
227127,Indwelling (PortaCath) Port #1,29
227128,Indwelling (PortaCath) Port #2,29
227130,Trach Care,98
227133,Small Volume Neb Drug #2,19
227187,Pinsp (Draeger only),15
227239,ABP Alarm Source,327
227240,NBP Alarm Source,628
227241,PAP Alarm Source,3
227242,Manual Blood Pressure Diastolic Right,1
227243,Manual Blood Pressure Systolic Right,1
227287,O2 Flow (additional cannula),79
227288,Pupil Response Left,1216
227290,CRRT mode,111
227292,Arterial Line Dressing Occlusive,689
227293,Multi Lumen Dressing Occlusive,776
227341,History of falling (within 3 mnths),1166
227342,Secondary diagnosis,1161
227343,Ambulatory aid,1152
227344,IV/Saline lock,1154
227345,Gait/Transferring,1151
227346,Mental status,1134
227349,High risk (>51) interventions,510
227350,Cordis/Introducer Dressing Occlusive,40
227351,PA Catheter Dressing Occlusive,4
227356,Sheath Line Dressing Occlusive,4
227357,Dialysis Catheter Dressing Occlusive,148
227358,PICC Line Dressing Occlusive,400
227360,Indwelling Port (PortaCath) Dressing Occlusive,63
227365,14 Gauge Dressing Occlusive,18
227366,16 Gauge Dressing Occlusive,57
227367,18 Gauge Dressing Occlusive,521
227368,20 Gauge Dressing Occlusive,704
227369,22 Gauge Dressing Occlusive,71
227375,Daily Wake Up,1418
227378,Patient Location,356
227418,Midline Dressing Occlusive,56
227419,Presep Catheter Dressing Occlusive,2
227429,Troponin-T,75
227439,Ndwelling Port (PortaCath) placed in outside facility,81
227440,Digoxin,8
227442,Potassium (serum),575
227443,HCO3 (serum),544
227445,CK-MB,48
227446,Brain Natiuretic Peptide (BNP),2
227450,Tobramycin (Peak),1
227452,Tobramycin (Trough),1
227454,Vancomycin (Random),26
227455,Vancomycin (Trough),24
227456,Albumin,74
227457,Platelet Count,441
227460,Phenobarbital,8
227461,Phenytoin (Dilantin),33
227462,FK506,8
227463,Cortisol,10
227464,Potassium (whole blood),48
227465,Prothrombin time,317
227466,PTT,326
227467,INR,317
227468,Fibrinogen,32
227471,Specific Gravity (urine),65
227472,Incision Site #1,302
227473,Incision Site #2,104
227474,Incision Site #3,39
227487,GU Irrigant Type,24
227516,PO2 (Mixed Venous),2
227517,Humidification,699
227537,ART Blood Pressure Alarm - High,8
227538,ART Blood Pressure Alarm - Low,9
227539,ART Blood Pressure Alarm Source,7
227543,CO (Arterial),103
227546,SVV (Arterial),99
227547,SV (Arterial),55
227565,Ventilator Tank #1,345
227566,Ventilator Tank #2,343
227567,Airway Location,1
227568,Airway Size (mm),1
227570,Small Volume Neb Drug/Dose #1,122
227577,BiPap Mode,3
227578,BiPap Mask,4
227579,BiPap EPAP,2
227580,BiPap IPAP,2
227582,BiPap O2 Flow,2
227583,Autoset/CPAP,3
227585,GI Guaiac,42
227586,GI pH,4
227588,GI #1 Tube Place Method,317
227589,GI #2 Tube Place Method,24
227591,Neuro Drain Landmark,77
227626,Seizure Pads,1
227662,Patient/Family Informed_V2,456
227663,Immobilizer,380
227664,Immobilizer Device,350
227665,Immobilizer Evaluated,257
227666,Immobilizer Location,332
227667,Reason for Immobilizer,326
227668,Side Rails_V2,1242
227669,Side Rails (Restraint),170
227670,Violent Restraints,20
227671,Non-Violent Restraints,281
227673,Non-Violent Restraints Ordered,151
227674,Face to Face Eval (Non-Violent),160
227675,Face to Face Eval (Violent),1
227676,Reason for Restraints (Non-Violent),375
227678,Restraint Device (Non-Violent),255
227679,Restraint Device (Violent),19
227680,Restraint Location_V2,209
227681,Less Restrictive Measures_V1,714
227682,Restraints Evaluated_V2,186
227684,Safety Measures,847
227686,Central Venous O2% Sat,1
227687,Tobacco Use History,78
227688,Smoking Cessation Info Offered through BIDMC Inpatient Guide,229
227700,Safety Measures,2795
227717,Cerebral Perfusion Pressure Alarm - Low,1
227752,Cordis/Introducer Placement Confirmed by X-ray,1
227753,Dialysis Catheter Placement Confirmed by X-ray,168
227755,Midline Placement Confirmed by X-ray,3
227756,Multi Lumen Placement Confirmed by X-ray,542
227759,PICC Line Placement Confirmed by X-ray,226
227780,Impaired Skin  - Dressing Status #1,706
227781,Impaired Skin  - Dressing Status #2,188
227782,Impaired Skin  - Dressing Status #3,127
227783,Impaired Skin - Dressing Status  #4,2
227801,Stool Guaiac QC,37
227802,GI Guaiac QC,23
227807,In-line Suction Catheter Changed,1
227809,ETT Position Change,17
227810,ETT Re-taped,24
227813,Medication Bolus - Adjunctive Pain Management,1
227815,Site Appearance - Adjunctive Pain Management,1
227944,Side Rails,949
227945,Restraint (Non-violent),637
227946,Restraint Ordered (Non-violent),533
227947,Reason for Restraint (Non-violent),596
227948,Restraint Device (Non-violent),610
227949,Face to Face Eval (Non-violent),420
227950,Restraint Location,598
227951,Circulation/Skin Integrity,561
227952,Position Change,561
227953,Range of Motion,557
227954,Status and Comfort,640
227955,Food and Fluid,651
227956,Urinal/Bedpan,550
227957,Signs of Injury from Intervention,537
227958,Less Restrictive Measures,1517
227959,Restraints Evaluated,561
227960,Patient/Family Informed,535
227961,Side  Rails,537
227968,All Medications Tolerated without Adverse Side Effects,356
227969,Safety Measures_U_1,3451
227988,Pronator drift present,66
228011,18 G Phlebitis Scale,8
228012,18 G Infiltration Scale,8
228013,20 G Phlebitis Scale,34
228014,20 G Infiltration Scale,35
228096,Richmond-RAS Scale,133
228099,18 Gauge placed in the field,57
228100,20 Gauge placed in the field,42
228101,22 Gauge placed in the field,1
228137,CHG Bath,10
228236,Insulin pump,17
228298,Daily Wake Up,25
228299,Goal Richmond-RAS Scale,31
228300,CAM-ICU MS change,1
228303,CAM-ICU Disorganized thinking,3
228305,ST Segment Monitoring On,32
228306,Assistance Device,148
228307,GI #1 Tube Place Check,8
228332,Delirium assessment,12
228337,CAM-ICU MS Change,11
228343,OCAT - Lips Tongue Gums Palate,3
228344,"OCAT - Saliva secretions, Voice quality",3
228345,OCAT - Swallow,3
228346,OCAT - Teeth,3
228393,Bath,4
228394,Orientation to Person,2
228395,Orientation to Place,2
228396,Orientation to Time,1
228397,Commands Response,5
228398,Commands,5
228404,Motor L Arm,1
228405,Motor L Leg,1
228406,Motor R Arm,1
228407,Motor R Leg,1
228409,Strength L Arm,5
228410,Strength L Leg,5
228411,Strength R Leg,5
228412,Strength R Arm,5
228414,Speech,5
